Country,Year,Production,Consumption,Exports,Imports
Lao People's Democratic Republic,1998,10260000.0,0.0,6720000.0,
Lao People's Democratic Republic,1999,14340000.0,0.0,11460000.0,
Lao People's Democratic Republic,2000,12720000.0,0.0,15300000.0,
Lao People's Democratic Republic,2001,15480000.0,0.0,11880000.0,
Lao People's Democratic Republic,2002,24120000.0,9480000.0,16680000.0,
Lao People's Democratic Republic,2003,21660000.0,6180000.0,13980000.0,
Lao People's Democratic Republic,2004,22740000.0,8100000.0,16020000.0,
Lao People's Democratic Republic,2005,16800000.0,8400000.0,14220000.0,
Lao People's Democratic Republic,2006,23460000.0,8400000.0,7200000.0,
Lao People's Democratic Republic,2007,23580000.0,8400000.0,15120000.0,
Lao People's Democratic Republic,2008,24360000.0,9000000.0,15480000.0,
Lao People's Democratic Republic,2009,26040000.0,9000000.0,15840000.0,
Lao People's Democratic Republic,2010,32640000.0,9000000.0,17280000.0,
Lao People's Democratic Republic,2011,30840000.0,9000000.0,25260000.0,
Lao People's Democratic Republic,2012,32460000.0,9000000.0,21600000.0,
Lao People's Democratic Republic,2013,32640000.0,9000000.0,24000000.0,
Lao People's Democratic Republic,2014,33120000.0,9000000.0,22200000.0,
Lao People's Democratic Republic,2015,32100000.0,9000000.0,24180000.0,
Lao People's Democratic Republic,2016,30600000.0,9000000.0,23160000.0,
Lao People's Democratic Republic,2017,31980000.0,9300000.0,23160000.0,
Lao People's Democratic Republic,2018,38820000.0,9300000.0,21660000.0,
Lao People's Democratic Republic,2019,37320000.0,9420000.0,34500000.0,
Latvia,1990,,,,0.0
Latvia,1991,,,,0.0
Latvia,1992,,,,1200000.0
Latvia,1993,,,,3600000.0
Latvia,1994,,,,1380000.0
Latvia,1995,,,,1800000.0
Latvia,1996,,,,3960000.0
Latvia,1997,,,,8640000.0
Latvia,1998,,,,9540000.0
Latvia,1999,,,,10980000.0
Latvia,2000,,,,10860000.0
Latvia,2001,,,,9360000.0
Latvia,2002,,,,9840000.0
Latvia,2003,,,,11160000.0
Latvia,2004,,,,11280000.0
Latvia,2005,,,,11460000.0
Latvia,2006,,,,13260000.0
Latvia,2007,,,,9060000.0
Latvia,2008,,,,9240000.0
Latvia,2009,,,,7920000.0
Latvia,2010,,,,8280000.0
Latvia,2011,,,,8460000.0
Latvia,2012,,,,9420000.0
Latvia,2013,,,,9660000.0
Latvia,2014,,,,12780000.0
Latvia,2015,,,,12120000.0
Latvia,2016,,,,13860000.0
Latvia,2017,,,,13740000.0
Latvia,2018,,,,14580000.0
Latvia,2019,,,,14100000.0
Liberia,1990,180000.0,180000.0,1320000.0,
Liberia,1991,180000.0,180000.0,0.0,
Liberia,1992,180000.0,180000.0,0.0,
Liberia,1993,300000.0,300000.0,0.0,
Liberia,1994,300000.0,300000.0,0.0,
Liberia,1995,300000.0,300000.0,0.0,
Liberia,1996,300000.0,300000.0,0.0,
Liberia,1997,300000.0,300000.0,0.0,
Liberia,1998,1080000.0,300000.0,180000.0,
Liberia,1999,720000.0,300000.0,900000.0,
Liberia,2000,720000.0,300000.0,240000.0,
Liberia,2001,720000.0,300000.0,420000.0,
Liberia,2002,720000.0,300000.0,360000.0,
Liberia,2003,300000.0,300000.0,420000.0,
Liberia,2004,360000.0,300000.0,0.0,
Liberia,2005,300000.0,300000.0,60000.0,
Liberia,2006,420000.0,300000.0,0.0,
Liberia,2007,420000.0,300000.0,120000.0,
Liberia,2008,720000.0,300000.0,120000.0,
Liberia,2009,780000.0,300000.0,540000.0,
Liberia,2010,600000.0,300000.0,420000.0,
Liberia,2011,600000.0,300000.0,480000.0,
Liberia,2012,600000.0,300000.0,180000.0,
Liberia,2013,360000.0,300000.0,240000.0,
Liberia,2014,420000.0,300000.0,60000.0,
Liberia,2015,600000.0,300000.0,240000.0,
Liberia,2016,720000.0,300000.0,180000.0,
Liberia,2017,960000.0,300000.0,660000.0,
Liberia,2018,360000.0,300000.0,480000.0,
Liberia,2019,360000.0,300000.0,60000.0,
Lithuania,1990,,,,0.0
Lithuania,1991,,,,0.0
Lithuania,1992,,,,120000.0
Lithuania,1993,,,,540000.0
Lithuania,1994,,,,2820000.0
Lithuania,1995,,,,6780000.0
Lithuania,1996,,,,9000000.0
Lithuania,1997,,,,11220000.0
Lithuania,1998,,,,11100000.0
Lithuania,1999,,,,12360000.0
Lithuania,2000,,,,12780000.0
Lithuania,2001,,,,16020000.0
Lithuania,2002,,,,15780000.0
Lithuania,2003,,,,13260000.0
Lithuania,2004,,,,15360000.0
Lithuania,2005,,,,17040000.0
Lithuania,2006,,,,19020000.0
Lithuania,2007,,,,20160000.0
Lithuania,2008,,,,23400000.0
Lithuania,2009,,,,24660000.0
Lithuania,2010,,,,22560000.0
Lithuania,2011,,,,17340000.0
Lithuania,2012,,,,20220000.0
Lithuania,2013,,,,21720000.0
Lithuania,2014,,,,23760000.0
Lithuania,2015,,,,25680000.0
Lithuania,2016,,,,29940000.0
Lithuania,2017,,,,25920000.0
Lithuania,2018,,,,26460000.0
Lithuania,2019,,,,28440000.0
Luxembourg,1990,,,,0.0
Luxembourg,1991,,,,0.0
Luxembourg,1992,,,,0.0
Luxembourg,1993,,,,0.0
Luxembourg,1994,,,,0.0
Luxembourg,1995,,,,0.0
Luxembourg,1996,,,,0.0
Luxembourg,1997,,,,0.0
Luxembourg,1998,,,,0.0
Luxembourg,1999,,,,8700000.0
Luxembourg,2000,,,,13920000.0
Luxembourg,2001,,,,12600000.0
Luxembourg,2002,,,,15180000.0
Luxembourg,2003,,,,17340000.0
Luxembourg,2004,,,,18960000.0
Luxembourg,2005,,,,19860000.0
Luxembourg,2006,,,,20160000.0
Luxembourg,2007,,,,21600000.0
Luxembourg,2008,,,,21060000.0
Luxembourg,2009,,,,19800000.0
Luxembourg,2010,,,,20940000.0
Luxembourg,2011,,,,19560000.0
Luxembourg,2012,,,,19380000.0
Luxembourg,2013,,,,22680000.0
Luxembourg,2014,,,,24780000.0
Luxembourg,2015,,,,22560000.0
Luxembourg,2016,,,,23640000.0
Luxembourg,2017,,,,22800000.0
Luxembourg,2018,,,,25980000.0
Luxembourg,2019,,,,24120000.0
Madagascar,1990,58920000.0,21000000.0,51780000.0,
Madagascar,1991,55980000.0,18000000.0,35280000.0,
Madagascar,1992,67320000.0,21000000.0,44160000.0,
Madagascar,1993,26520000.0,21600000.0,37680000.0,
Madagascar,1994,38460000.0,9999960.0,26160000.0,
Madagascar,1995,47100000.0,10020000.0,35100000.0,
Madagascar,1996,50940000.0,10020000.0,43080000.0,
Madagascar,1997,37440000.0,10020000.0,28800000.0,
Madagascar,1998,59520000.0,10020000.0,47760000.0,
Madagascar,1999,25620000.0,3360000.0,27840000.0,
Madagascar,2000,21720000.0,5346000.0,12960000.0,
Madagascar,2001,8820000.0,7680000.0,5220000.0,
Madagascar,2002,26700000.0,13020000.0,8700000.0,
Madagascar,2003,26100000.0,19980000.0,7140000.0,
Madagascar,2004,31320000.0,28020000.0,7620000.0,
Madagascar,2005,35940000.0,28020000.0,5760000.0,
Madagascar,2006,35220000.0,28020000.0,10740000.0,
Madagascar,2007,36840000.0,28020000.0,5940000.0,
Madagascar,2008,43680000.0,28020000.0,11760000.0,
Madagascar,2009,27420000.0,28020000.0,2400000.0,
Madagascar,2010,31800000.0,28020000.0,4440000.0,
Madagascar,2011,35100000.0,27000000.0,8640000.0,
Madagascar,2012,30000000.0,25800000.0,4740000.0,
Madagascar,2013,35040000.0,24600000.0,9960000.0,
Madagascar,2014,30060000.0,23400000.0,8280000.0,
Madagascar,2015,24840000.0,22200000.0,3540000.0,
Madagascar,2016,27180000.0,21600000.0,4560000.0,
Madagascar,2017,24240000.0,21900000.0,3480000.0,
Madagascar,2018,22740000.0,22500000.0,360000.0,
Madagascar,2019,22980000.0,22500000.0,240000.0,
Malawi,1990,6300000.0,120000.0,7440000.0,
Malawi,1991,7440000.0,120000.0,6000000.0,
Malawi,1992,8220000.0,120000.0,7680000.0,
Malawi,1993,3720000.0,120000.0,6240000.0,
Malawi,1994,5040000.0,120000.0,4680000.0,
Malawi,1995,5460000.0,120000.0,5520000.0,
Malawi,1996,2940000.0,120000.0,3600000.0,
Malawi,1997,3660000.0,120000.0,3600000.0,
Malawi,1998,3840000.0,120000.0,3540000.0,
Malawi,1999,3540000.0,60000.0,3240000.0,
Malawi,2000,3780000.0,60000.0,3660000.0,
Malawi,2001,3600000.0,60000.0,3840000.0,
Malawi,2002,2520000.0,60000.0,2640000.0,
Malawi,2003,2880000.0,60000.0,2940000.0,
Malawi,2004,1260000.0,60000.0,1560000.0,
Malawi,2005,1440000.0,60000.0,1260000.0,
Malawi,2006,1020000.0,60000.0,1020000.0,
Malawi,2007,1140000.0,60000.0,1140000.0,
Malawi,2008,1260000.0,60000.0,1260000.0,
Malawi,2009,1020000.0,60000.0,1080000.0,
Malawi,2010,1020000.0,60000.0,480000.0,
Malawi,2011,1560000.0,60000.0,1560000.0,
Malawi,2012,1380000.0,60000.0,1200000.0,
Malawi,2013,1680000.0,60000.0,1740000.0,
Malawi,2014,1500000.0,60000.0,1560000.0,
Malawi,2015,1260000.0,60000.0,1080000.0,
Malawi,2016,1200000.0,60000.0,1320000.0,
Malawi,2017,840000.0,60000.0,780000.0,
Malawi,2018,780000.0,60000.0,720000.0,
Malawi,2019,960000.0,60000.0,960000.0,
Malta,1990,,,,1260000.0
Malta,1991,,,,960000.0
Malta,1992,,,,1080000.0
Malta,1993,,,,1380000.0
Malta,1994,,,,780000.0
Malta,1995,,,,1380000.0
Malta,1996,,,,540000.0
Malta,1997,,,,540000.0
Malta,1998,,,,600000.0
Malta,1999,,,,540000.0
Malta,2000,,,,540000.0
Malta,2001,,,,540000.0
Malta,2002,,,,600000.0
Malta,2003,,,,660000.0
Malta,2004,,,,960000.0
Malta,2005,,,,960000.0
Malta,2006,,,,1740000.0
Malta,2007,,,,960000.0
Malta,2008,,,,1380000.0
Malta,2009,,,,840000.0
Malta,2010,,,,720000.0
Malta,2011,,,,1020000.0
Malta,2012,,,,1260000.0
Malta,2013,,,,1320000.0
Malta,2014,,,,1500000.0
Malta,2015,,,,960000.0
Malta,2016,,,,1140000.0
Malta,2017,,,,1020000.0
Malta,2018,,,,1140000.0
Malta,2019,,,,1380000.0
Mexico,1990,280440000.0,82440000.0,220980000.0,
Mexico,1991,283620000.0,72000000.0,211860000.0,
Mexico,1992,204060000.0,78000000.0,199920000.0,
Mexico,1993,301380000.0,64200000.0,195840000.0,
Mexico,1994,249540000.0,61200000.0,167340000.0,
Mexico,1995,318000000.0,70740000.0,217560000.0,
Mexico,1996,306600000.0,74100000.0,277980000.0,
Mexico,1997,288120000.0,72060000.0,270120000.0,
Mexico,1998,288060000.0,66480000.0,203940000.0,
Mexico,1999,373140000.0,69000000.0,261480000.0,
Mexico,2000,288900000.0,78300000.0,318240000.0,
Mexico,2001,266280000.0,90000000.0,199980000.0,
Mexico,2002,261060000.0,90000000.0,158700000.0,
Mexico,2003,252060000.0,90000000.0,155760000.0,
Mexico,2004,232020000.0,90000000.0,141720000.0,
Mexico,2005,253500000.0,103500000.0,119100000.0,
Mexico,2006,252000000.0,120000000.0,154200000.0,
Mexico,2007,249000000.0,132000000.0,174720000.0,
Mexico,2008,279060000.0,132000000.0,146880000.0,
Mexico,2009,246540000.0,132000000.0,170280000.0,
Mexico,2010,240060000.0,141240000.0,149880000.0,
Mexico,2011,273660000.0,141240000.0,174420000.0,
Mexico,2012,259620000.0,141240000.0,213360000.0,
Mexico,2013,234960000.0,139260000.0,187920000.0,
Mexico,2014,218160000.0,140820000.0,148800000.0,
Mexico,2015,166320000.0,139740000.0,147480000.0,
Mexico,2016,218100000.0,141600000.0,133980000.0,
Mexico,2017,269100000.0,144000000.0,174660000.0,
Mexico,2018,261060000.0,147000000.0,173280000.0,
Mexico,2019,239100000.0,145500000.0,157620000.0,
Nepal,1990,0.0,0.0,0.0,
Nepal,1991,0.0,0.0,0.0,
Nepal,1992,0.0,0.0,0.0,
Nepal,1993,0.0,0.0,0.0,
Nepal,1994,0.0,0.0,0.0,
Nepal,1995,0.0,0.0,0.0,
Nepal,1996,0.0,0.0,0.0,
Nepal,1997,0.0,0.0,0.0,
Nepal,1998,0.0,0.0,0.0,
Nepal,1999,0.0,0.0,0.0,
Nepal,2000,0.0,0.0,0.0,
Nepal,2001,0.0,0.0,0.0,
Nepal,2002,0.0,0.0,0.0,
Nepal,2003,60000.0,0.0,120000.0,
Nepal,2004,60000.0,0.0,60000.0,
Nepal,2005,60000.0,0.0,60000.0,
Nepal,2006,120000.0,0.0,60000.0,
Nepal,2007,60000.0,0.0,120000.0,
Nepal,2008,60000.0,0.0,60000.0,
Nepal,2009,60000.0,0.0,120000.0,
Nepal,2010,180000.0,0.0,60000.0,
Nepal,2011,120000.0,0.0,240000.0,
Nepal,2012,60000.0,0.0,60000.0,
Nepal,2013,60000.0,0.0,60000.0,
Nepal,2014,120000.0,0.0,60000.0,
Nepal,2015,120000.0,0.0,120000.0,
Nepal,2016,60000.0,0.0,120000.0,
Nepal,2017,120000.0,0.0,60000.0,
Nepal,2018,60000.0,0.0,120000.0,
Nepal,2019,60000.0,0.0,60000.0,
Netherlands,1990,,,,187680000.0
Netherlands,1991,,,,187260000.0
Netherlands,1992,,,,192300000.0
Netherlands,1993,,,,168240000.0
Netherlands,1994,,,,168000000.0
Netherlands,1995,,,,174600000.0
Netherlands,1996,,,,185040000.0
Netherlands,1997,,,,175440000.0
Netherlands,1998,,,,171720000.0
Netherlands,1999,,,,153960000.0
Netherlands,2000,,,,177960000.0
Netherlands,2001,,,,167640000.0
Netherlands,2002,,,,165600000.0
Netherlands,2003,,,,190560000.0
Netherlands,2004,,,,189540000.0
Netherlands,2005,,,,179280000.0
Netherlands,2006,,,,197580000.0
Netherlands,2007,,,,211860000.0
Netherlands,2008,,,,138240000.0
Netherlands,2009,,,,150120000.0
Netherlands,2010,,,,154980000.0
Netherlands,2011,,,,160680000.0
Netherlands,2012,,,,163800000.0
Netherlands,2013,,,,204420000.0
Netherlands,2014,,,,240960000.0
Netherlands,2015,,,,250560000.0
Netherlands,2016,,,,286860000.0
Netherlands,2017,,,,304080000.0
Netherlands,2018,,,,331200000.0
Netherlands,2019,,,,321240000.0
Nicaragua,1990,27660000.0,2040000.0,40260000.0,
Nicaragua,1991,42420000.0,8280000.0,23520000.0,
Nicaragua,1992,32820000.0,3936000.0,38160000.0,
Nicaragua,1993,42360000.0,6534000.0,28560000.0,
Nicaragua,1994,40980000.0,5376000.0,37440000.0,
Nicaragua,1995,59100000.0,6690000.0,40860000.0,
Nicaragua,1996,47580000.0,5722200.0,49320000.0,
Nicaragua,1997,65040000.0,7380000.0,42840000.0,
Nicaragua,1998,64380000.0,7590000.0,56460000.0,
Nicaragua,1999,93240000.0,7818000.0,59040000.0,
Nicaragua,2000,94320000.0,10495800.0,82020000.0,
Nicaragua,2001,64740000.0,10639380.0,81900000.0,
Nicaragua,2002,70200000.0,10777440.0,57300000.0,
Nicaragua,2003,90540000.0,10914900.0,60780000.0,
Nicaragua,2004,64080000.0,11056680.0,78660000.0,
Nicaragua,2005,85920000.0,11203140.0,60180000.0,
Nicaragua,2006,85680000.0,11351100.0,86700000.0,
Nicaragua,2007,114360000.0,11498700.0,75540000.0,
Nicaragua,2008,86700000.0,11648820.0,97500000.0,
Nicaragua,2009,112260000.0,11797320.0,82440000.0,
Nicaragua,2010,98280000.0,12164700.0,102720000.0,
Nicaragua,2011,131580000.0,12315660.0,88080000.0,
Nicaragua,2012,112380000.0,12471840.0,119220000.0,
Nicaragua,2013,123600000.0,12573660.0,99660000.0,
Nicaragua,2014,113880000.0,12704520.0,114060000.0,
Nicaragua,2015,127800000.0,12836760.0,105180000.0,
Nicaragua,2016,153300000.0,13003680.0,117780000.0,
Nicaragua,2017,158520000.0,13080000.0,146940000.0,
Nicaragua,2018,172740000.0,13200000.0,138000000.0,
Nicaragua,2019,172920000.0,12600000.0,177240000.0,
Nigeria,1990,1740000.0,1650000.0,240000.0,
Nigeria,1991,2640000.0,2145000.0,60000.0,
Nigeria,1992,2940000.0,2145000.0,660000.0,
Nigeria,1993,2700000.0,2400000.0,600000.0,
Nigeria,1994,3120000.0,2400000.0,480000.0,
Nigeria,1995,3180000.0,2400000.0,900000.0,
Nigeria,1996,2760000.0,2400000.0,420000.0,
Nigeria,1997,2700000.0,2400000.0,420000.0,
Nigeria,1998,3180000.0,2400000.0,600000.0,
Nigeria,1999,2700000.0,2400000.0,540000.0,
Nigeria,2000,2940000.0,2400000.0,420000.0,
Nigeria,2001,2640000.0,2400000.0,420000.0,
Nigeria,2002,3000000.0,2400000.0,300000.0,
Nigeria,2003,2760000.0,2400000.0,540000.0,
Nigeria,2004,2700000.0,2400000.0,360000.0,
Nigeria,2005,4140000.0,2400000.0,480000.0,
Nigeria,2006,3060000.0,2400000.0,1680000.0,
Nigeria,2007,2520000.0,2400000.0,540000.0,
Nigeria,2008,3000000.0,2400000.0,120000.0,
Nigeria,2009,2040000.0,2400000.0,60000.0,
Nigeria,2010,2520000.0,2400000.0,180000.0,
Nigeria,2011,2820000.0,2400000.0,420000.0,
Nigeria,2012,2460000.0,2400000.0,120000.0,
Nigeria,2013,2460000.0,2400000.0,60000.0,
Nigeria,2014,2580000.0,2400000.0,60000.0,
Nigeria,2015,2460000.0,2400000.0,180000.0,
Nigeria,2016,2580000.0,2400000.0,60000.0,
Nigeria,2017,2520000.0,2400000.0,180000.0,
Nigeria,2018,2520000.0,2400000.0,180000.0,
Nigeria,2019,2520000.0,2400000.0,120000.0,
Norway,1990,,,,44520000.0
Norway,1991,,,,45660000.0
Norway,1992,,,,44340000.0
Norway,1993,,,,41580000.0
Norway,1994,,,,48360000.0
Norway,1995,,,,39720000.0
Norway,1996,,,,43200000.0
Norway,1997,,,,41040000.0
Norway,1998,,,,42420000.0
Norway,1999,,,,47400000.0
Norway,2000,,,,39720000.0
Norway,2001,,,,42960000.0
Norway,2002,,,,41880000.0
Norway,2003,,,,41460000.0
Norway,2004,,,,42960000.0
Norway,2005,,,,45180000.0
Norway,2006,,,,43860000.0
Norway,2007,,,,46800000.0
Norway,2008,,,,43320000.0
Norway,2009,,,,43440000.0
Norway,2010,,,,45540000.0
Norway,2011,,,,47700000.0
Norway,2012,,,,44100000.0
Norway,2013,,,,46860000.0
Norway,2014,,,,44580000.0
Norway,2015,,,,48000000.0
Norway,2016,,,,47940000.0
Norway,2017,,,,48060000.0
Norway,2018,,,,44580000.0
Norway,2019,,,,47160000.0
Panama,1990,12900000.0,3780000.0,7920000.0,
Panama,1991,11580000.0,4020000.0,7440000.0,
Panama,1992,11820000.0,4020000.0,7500000.0,
Panama,1993,8520000.0,4020000.0,7740000.0,
Panama,1994,14880000.0,4600020.0,4560000.0,
Panama,1995,12540000.0,4600020.0,10860000.0,
Panama,1996,12660000.0,4600020.0,8340000.0,
Panama,1997,13020000.0,4836900.0,7440000.0,
Panama,1998,11520000.0,4020000.0,8700000.0,
Panama,1999,9960000.0,4020000.0,7080000.0,
Panama,2000,10200000.0,4020000.0,4320000.0,
Panama,2001,9600000.0,4020000.0,3420000.0,
Panama,2002,8400000.0,4020000.0,4980000.0,
Panama,2003,10320000.0,4020000.0,5160000.0,
Panama,2004,5400000.0,4020000.0,5940000.0,
Panama,2005,10560000.0,4020000.0,5400000.0,
Panama,2006,10380000.0,4020000.0,6420000.0,
Panama,2007,10560000.0,4020000.0,6540000.0,
Panama,2008,8940000.0,4020000.0,6840000.0,
Panama,2009,8280000.0,4020000.0,3540000.0,
Panama,2010,6840000.0,4020000.0,3900000.0,
Panama,2011,6360000.0,4020000.0,3180000.0,
Panama,2012,6960000.0,4020000.0,3060000.0,
Panama,2013,6780000.0,4020000.0,2940000.0,
Panama,2014,6360000.0,4020000.0,3060000.0,
Panama,2015,7620000.0,4020000.0,3000000.0,
Panama,2016,7200000.0,4020000.0,3360000.0,
Panama,2017,6300000.0,4020000.0,3000000.0,
Panama,2018,7680000.0,4020000.0,2820000.0,
Panama,2019,6840000.0,4020000.0,3060000.0,
Papua New Guinea,1990,57780000.0,180000.0,63060000.0,
Papua New Guinea,1991,44820000.0,180000.0,47280000.0,
Papua New Guinea,1992,54000000.0,180000.0,55020000.0,
Papua New Guinea,1993,61140000.0,120000.0,63300000.0,
Papua New Guinea,1994,68340000.0,120000.0,69420000.0,
Papua New Guinea,1995,60120000.0,120000.0,60120000.0,
Papua New Guinea,1996,65340000.0,120000.0,65400000.0,
Papua New Guinea,1997,64440000.0,120000.0,62580000.0,
Papua New Guinea,1998,81120000.0,60000.0,80940000.0,
Papua New Guinea,1999,83220000.0,120000.0,79200000.0,
Papua New Guinea,2000,62460000.0,120000.0,62580000.0,
Papua New Guinea,2001,63780000.0,120000.0,65700000.0,
Papua New Guinea,2002,65100000.0,120000.0,63420000.0,
Papua New Guinea,2003,69300000.0,120000.0,68820000.0,
Papua New Guinea,2004,59880000.0,120000.0,62880000.0,
Papua New Guinea,2005,76080000.0,120000.0,72000000.0,
Papua New Guinea,2006,48420000.0,120000.0,50940000.0,
Papua New Guinea,2007,58080000.0,120000.0,54540000.0,
Papua New Guinea,2008,61680000.0,120000.0,65760000.0,
Papua New Guinea,2009,62280000.0,120000.0,61620000.0,
Papua New Guinea,2010,52020000.0,85800.0,55740000.0,
Papua New Guinea,2011,84840000.0,74160.0,73500000.0,
Papua New Guinea,2012,42960000.0,102660.0,55500000.0,
Papua New Guinea,2013,50100000.0,122340.0,48660000.0,
Papua New Guinea,2014,47880000.0,115440.0,48420000.0,
Papua New Guinea,2015,42720000.0,108000.0,42660000.0,
Papua New Guinea,2016,70260000.0,120000.0,67980000.0,
Papua New Guinea,2017,44040000.0,120000.0,47640000.0,
Papua New Guinea,2018,55800000.0,120000.0,52200000.0,
Papua New Guinea,2019,45120000.0,120000.0,47220000.0,
Paraguay,1990,7860000.0,900000.0,15780000.0,
Paraguay,1991,4800000.0,900000.0,7200000.0,
Paraguay,1992,3240000.0,900000.0,2400000.0,
Paraguay,1993,4020000.0,1200000.0,3480000.0,
Paraguay,1994,1500000.0,1200000.0,2880000.0,
Paraguay,1995,1560000.0,1200000.0,1260000.0,
Paraguay,1996,1860000.0,1200000.0,960000.0,
Paraguay,1997,2940000.0,1200000.0,2100000.0,
Paraguay,1998,1920000.0,1200000.0,1140000.0,
Paraguay,1999,1140000.0,1200000.0,180000.0,
Paraguay,2000,1320000.0,1200000.0,300000.0,
Paraguay,2001,1320000.0,1200000.0,60000.0,
Paraguay,2002,2160000.0,1200000.0,1260000.0,
Paraguay,2003,2820000.0,1200000.0,1860000.0,
Paraguay,2004,2280000.0,1200000.0,1020000.0,
Paraguay,2005,2640000.0,1200000.0,1440000.0,
Paraguay,2006,2100000.0,1200000.0,1500000.0,
Paraguay,2007,2340000.0,1200000.0,1860000.0,
Paraguay,2008,1200000.0,1200000.0,60000.0,
Paraguay,2009,1200000.0,1200000.0,0.0,
Paraguay,2010,1200000.0,1200000.0,0.0,
Paraguay,2011,1200000.0,1200000.0,0.0,
Paraguay,2012,1200000.0,1200000.0,0.0,
Paraguay,2013,1200000.0,1200000.0,0.0,
Paraguay,2014,1200000.0,1200000.0,0.0,
Paraguay,2015,1200000.0,1200000.0,0.0,
Paraguay,2016,1200000.0,1200000.0,0.0,
Paraguay,2017,1200000.0,1200000.0,0.0,
Paraguay,2018,1200000.0,1200000.0,0.0,
Paraguay,2019,1200000.0,1200000.0,0.0,
Peru,1990,56220000.0,11400000.0,66300000.0,
Peru,1991,72000000.0,11400000.0,62520000.0,
Peru,1992,105720000.0,12000000.0,63660000.0,
Peru,1993,39900000.0,12000000.0,46500000.0,
Peru,1994,70740000.0,12000000.0,63420000.0,
Peru,1995,112260000.0,12000000.0,105600000.0,
Peru,1996,108360000.0,12000000.0,100740000.0,
Peru,1997,115800000.0,12000000.0,98880000.0,
Peru,1998,126120000.0,12000000.0,116940000.0,
Peru,1999,164640000.0,12000000.0,144420000.0,
Peru,2000,160560000.0,12000000.0,141720000.0,
Peru,2001,169740000.0,12000000.0,159780000.0,
Peru,2002,180000000.0,13200000.0,167340000.0,
Peru,2003,161160000.0,13200000.0,150180000.0,
Peru,2004,205500000.0,13200000.0,191040000.0,
Peru,2005,149340000.0,13200000.0,142140000.0,
Peru,2006,259140000.0,13200000.0,232860000.0,
Peru,2007,183780000.0,13200000.0,172740000.0,
Peru,2008,232320000.0,15000000.0,223980000.0,
Peru,2009,197160000.0,15000000.0,184440000.0,
Peru,2010,244140000.0,15000000.0,229020000.0,
Peru,2011,322380000.0,15000000.0,281820000.0,
Peru,2012,267000000.0,15000000.0,258600000.0,
Peru,2013,246360000.0,15000000.0,224160000.0,
Peru,2014,172980000.0,15000000.0,163200000.0,
Peru,2015,198240000.0,15000000.0,167400000.0,
Peru,2016,253380000.0,15000000.0,237600000.0,
Peru,2017,256740000.0,15000000.0,236760000.0,
Peru,2018,255780000.0,15000000.0,243840000.0,
Peru,2019,230160000.0,15000000.0,226320000.0,
Philippines,1990,58440000.0,43200000.0,10080000.0,
Philippines,1991,61080000.0,45000000.0,6180000.0,
Philippines,1992,55200000.0,45000000.0,2460000.0,
Philippines,1993,52500000.0,46200000.0,2100000.0,
Philippines,1994,52620000.0,47400000.0,7560000.0,
Philippines,1995,51000000.0,48600000.0,3420000.0,
Philippines,1996,53400000.0,49860000.0,1620000.0,
Philippines,1997,56100000.0,51180000.0,1860000.0,
Philippines,1998,40620000.0,48600000.0,1260000.0,
Philippines,1999,37320000.0,51720000.0,540000.0,
Philippines,2000,20460000.0,49200000.0,300000.0,
Philippines,2001,15780000.0,49260000.0,180000.0,
Philippines,2002,15300000.0,49740000.0,420000.0,
Philippines,2003,17580000.0,55020000.0,720000.0,
Philippines,2004,21300000.0,61200000.0,1740000.0,
Philippines,2005,25920000.0,62400000.0,2040000.0,
Philippines,2006,26460000.0,63600000.0,2280000.0,
Philippines,2007,26760000.0,63600000.0,1920000.0,
Philippines,2008,35220000.0,103200000.0,240000.0,
Philippines,2009,43800000.0,109200000.0,420000.0,
Philippines,2010,11340000.0,127500000.0,360000.0,
Philippines,2011,10800000.0,130500000.0,600000.0,
Philippines,2012,10620000.0,139500000.0,180000.0,
Philippines,2013,11160000.0,153000000.0,360000.0,
Philippines,2014,11580000.0,168000000.0,720000.0,
Philippines,2015,12480000.0,180000000.0,900000.0,
Philippines,2016,12900000.0,181800000.0,780000.0,
Philippines,2017,12180000.0,190800000.0,540000.0,
Philippines,2018,12360000.0,198000000.0,240000.0,
Philippines,2019,18420000.0,195000000.0,420000.0,
Poland,1990,,,,26100000.0
Poland,1991,,,,15000000.0
Poland,1992,,,,107220000.0
Poland,1993,,,,100200000.0
Poland,1994,,,,110580000.0
Poland,1995,,,,106260000.0
Poland,1996,,,,115440000.0
Poland,1997,,,,135180000.0
Poland,1998,,,,137580000.0
Poland,1999,,,,144240000.0
Poland,2000,,,,154560000.0
Poland,2001,,,,163140000.0
Poland,2002,,,,158580000.0
Poland,2003,,,,159840000.0
Poland,2004,,,,161220000.0
Poland,2005,,,,167520000.0
Poland,2006,,,,159240000.0
Poland,2007,,,,135840000.0
Poland,2008,,,,147600000.0
Poland,2009,,,,189720000.0
Poland,2010,,,,196740000.0
Poland,2011,,,,204240000.0
Poland,2012,,,,212580000.0
Poland,2013,,,,197040000.0
Poland,2014,,,,193740000.0
Poland,2015,,,,219960000.0
Poland,2016,,,,229620000.0
Poland,2017,,,,239940000.0
Poland,2018,,,,259500000.0
Poland,2019,,,,267120000.0
Portugal,1990,,,,33120000.0
Portugal,1991,,,,33420000.0
Portugal,1992,,,,35460000.0
Portugal,1993,,,,39960000.0
Portugal,1994,,,,39840000.0
Portugal,1995,,,,37980000.0
